## Ra=0
## Ta=0
## Ty=0
##  epsilon=0.4
##  Lambda=0
## res_x=         128
## res_y=         128
## res_z=          72
##
       0.0000000       0.0000000
       1.0226633   7.1145802e-05
       2.0453356      0.12551050
       3.0009536       13.020189
       4.0003570       13.197293
       5.0009556       13.271184
       6.0008503       13.313753
       7.0000495       13.341807
       8.0010792       13.361958
       9.0007127       13.377259
       10.000306       13.389422
       11.001017       13.399431
       12.000826       13.407866
       13.000985       13.415124
       14.000621       13.421457
       15.001036       13.427056
       16.000357       13.432041
       17.000989       13.436526
       18.000045       13.440574
       19.000998       13.444259
       20.000987       13.447621
       21.000320       13.450701
       22.000131       13.453537
       23.000257       13.456154
       24.000135       13.458576
       25.000223       13.460822
       26.000941       13.462911
       27.000614       13.464854
       28.000644       13.466667
       29.000338       13.468358
       30.000008       13.469939
       31.000970       13.471421
       32.000408       13.472805
       33.000621       13.474104
       34.000809       13.475322
       35.000152       13.476463
       36.000895       13.477536
       37.000131       13.478542
       38.000075       13.479488
       39.000875       13.480378
       40.000606       13.481214
       41.000419       13.482000
       42.000427       13.482741
       43.000732       13.483438
       44.000390       13.484094
       45.000521       13.484713
       46.000163       13.485296
       47.000423       13.485846
       48.000322       13.486365
       49.000959       13.486856
       50.000294       13.487319
       51.000460       13.487757
       52.000451       13.488172
       53.000301       13.488565
       54.000038       13.488937
       55.000748       13.489290
       56.000338       13.489625
       57.000946       13.489943
       58.000466       13.490245
       59.001040       13.490533
       60.000547       13.490807
       61.000062       13.491069
       62.000666       13.491318
       63.000824       13.491557
       64.000019       13.491784
       65.000426       13.492003
       66.000993       13.492212
       67.000658       13.492412
       68.000518       13.492605
       69.000592       13.492790
       70.000894       13.492968
       71.000331       13.493140
       72.000031       13.493306
       73.000539       13.493466
       74.000801       13.493620
       75.000847       13.493770
       76.000705       13.493915
       77.000404       13.494055
       78.001053       13.494191
       79.000509       13.494324
       80.000965       13.494452
       81.000276       13.494577
       82.000631       13.494699
       83.000968       13.494818
       84.000225       13.494934
       85.000587       13.495048
       86.000991       13.495159
       87.000370       13.495267
       88.000911       13.495373
       89.000461       13.495477
       90.000122       13.495579
       91.000993       13.495679
       92.000921       13.495777
       93.001006       13.495873
       94.000175       13.495968
       95.000614       13.496061
       96.000164       13.496153
       97.001009       13.496243
       98.000992       13.496331
       99.000122       13.496419
       100.00058       13.496505
       101.00022       13.496590
       102.00012       13.496674
       103.00030       13.496756
       104.00077       13.496838
       105.00045       13.496919
       106.00043       13.496998
       107.00074       13.497077
       108.00028       13.497154
       109.00016       13.497231
       110.00038       13.497307
       111.00096       13.497382
       112.00080       13.497456
       113.00101       13.497530
       114.00051       13.497603
       115.00039       13.497675
       116.00066       13.497746
       117.00024       13.497816
       118.00022       13.497886
       119.00061       13.497955
       120.00032       13.498024
       121.00045       13.498092
       122.00102       13.498159
       123.00092       13.498226
       124.00017       13.498292
       125.00097       13.498357
       126.00002       13.498422
       127.00062       13.498486
       128.00059       13.498550
       129.00102       13.498613
       130.00083       13.498676
       131.00002       13.498738
       132.00078       13.498799
       133.00094       13.498860
       134.00048       13.498921
       135.00051       13.498981
       136.00104       13.499041
       137.00097       13.499100
       138.00031       13.499158
       139.00015       13.499217
       140.00051       13.499274
       141.00027       13.499331
       142.00056       13.499388
       143.00027       13.499445
       144.00050       13.499500
       145.00015       13.499556
       146.00034       13.499611
       147.00106       13.499666
       148.00010       13.499720
       149.00080       13.499774
       150.00092       13.499827
       151.00049       13.499880
       152.00060       13.499933
       153.00015       13.499985
       154.00025       13.500036
       155.00092       13.500088
       156.00102       13.500139
       157.00057       13.500189
       158.00069       13.500240
       159.00025       13.500290
       160.00038       13.500339
       161.00107       13.500388
       162.00010       13.500437
       163.00083       13.500485
       164.00100       13.500534
       165.00063       13.500581
       166.00084       13.500629
       167.00051       13.500676
       168.00075       13.500722
       169.00045       13.500769
       170.00074       13.500815
       171.00049       13.500860
       172.00081       13.500906
       173.00061       13.500951
       174.00098       13.500996
       175.00082       13.501040
       176.00013       13.501084
       177.00002       13.501128
       178.00050       13.501171
       179.00044       13.501214
       180.00098       13.501257
       181.00098       13.501300
       182.00045       13.501342
       183.00051       13.501384
       184.00003       13.501426
       185.00015       13.501467
       186.00086       13.501508
       187.00104       13.501549
       188.00069       13.501590
       189.00093       13.501630
       190.00063       13.501670
       191.00093       13.501709
       192.00069       13.501749
       193.00106       13.501788
       194.00088       13.501827
       195.00016       13.501865
       196.00005       13.501904
       197.00053       13.501942
       198.00048       13.501980
       199.00102       13.502017
       200.00103       13.502055
       201.00049       13.502092
       202.00055       13.502129
       203.00007       13.502165
       204.00019       13.502201
       205.00091       13.502238
       206.00109       13.502273
       207.00072       13.502309
       208.00095       13.502344
       209.00063       13.502379
       210.00091       13.502414
       211.00064       13.502449
       212.00098       13.502484
       213.00076       13.502518
       214.00114       13.502552
       215.00096       13.502586
       216.00024       13.502619
       217.00011       13.502652
       218.00058       13.502686
       219.00049       13.502718
       220.00100       13.502751
       221.00095       13.502784
       222.00031       13.502816
       223.00095       13.502848
       224.00040       13.502880
       225.00097       13.502912
       226.00036       13.502943
       227.00087       13.502974
       228.00021       13.503005
